"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Dong, S.; Guan, L.; He, K.; Yang, W.; Deng, W.; Yuan, S.; Feng, J.","Dong, Sa (57190277573); Guan, Lingjun (57202440770); He, Kangli (57214222277); Yang, Wenchao (57212000594); Deng, Wei (56194472900); Yuan, Shuzhong (57200367373); Feng, Jianguo (55543046600)","57190277573; 57202440770; 57214222277; 57212000594; 56194472900; 57200367373; 55543046600","Screening of anti-idiotypic domain antibody from phage library for development of Bt Cry1A simulants","2021","International Journal of Biological Macromolecules","183","","","1346","1351","8","10.1016/j.ijbiomac.2021.05.093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106300061&doi=10.1016%2Fj.ijbiomac.2021.05.093&partnerID=40&md5=320646669d9657e97fc123a30b8fa3e9","Elsevier B.V.","Article","Final","","Scopus","2-s2.0-85106300061"
"Madzak, C.","Madzak, Catherine (6601985561)","6601985561","Yarrowia lipolytica strains and their biotechnological applications: How natural biodiversity and metabolic engineering could contribute to cell factories improvement","2021","Journal of Fungi","7","7","548","","","134","10.3390/jof7070548","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110245358&doi=10.3390%2Fjof7070548&partnerID=40&md5=a17025da5a7c1eb0f0579ed618962630","MDPI AG","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85110245358"
"Demartini, E.; Vecchiato, D.; Marescotti, M.E.; Gibbert, M.; Viganò, R.; Giacomelli, S.; Gaviglio, A.","Demartini, Eugenio (58861153500); Vecchiato, Daniel (36675945500); Marescotti, Maria Elena (56336013300); Gibbert, Michael (6507243038); Viganò, Roberto (57196516908); Giacomelli, Stefano (59024019100); Gaviglio, Anna (54412160600)","58861153500; 36675945500; 56336013300; 6507243038; 57196516908; 59024019100; 54412160600","The more you know: The equivocal effects of prior knowledge on preferences for hunted vs. farmed wild boar meat","2021","International Journal of Gastronomy and Food Science","24","","100325","","","18","10.1016/j.ijgfs.2021.100325","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103243392&doi=10.1016%2Fj.ijgfs.2021.100325&partnerID=40&md5=6947181da627dd033cc0c52c67c6a07e","AZTI-Tecnalia","Article","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85103243392"
"Pappalardo, G.; D'Amico, M.; Lusk, J.L.","Pappalardo, G. (57189587562); D'Amico, Mario (35721677200); Lusk, Jayson L. (7004997535)","57189587562; 35721677200; 7004997535","Comparing the views of the Italian general public and scientists on GMOs","2021","International Journal of Food Science and Technology","56","7","","3641","3650","14","10.1111/ijfs.14993","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101477571&doi=10.1111%2Fijfs.14993&partnerID=40&md5=1b76021fe7930b6ddacca71d17a22e05","Blackwell Publishing Ltd","Article","Final","","Scopus","2-s2.0-85101477571"
"Min, C.; Shen, F.; Chu, Y.","Min, Chen (57216391958); Shen, Fei ‘Chris’ (35105839200); Chu, Yajie (55489694200)","57216391958; 35105839200; 55489694200","Examining the relationship between knowledge and attitude extremity on genetic engineering technology: A conceptual replication study from China","2021","Journal of Environmental Psychology","75","","101585","","","5","10.1016/j.jenvp.2021.101585","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103678242&doi=10.1016%2Fj.jenvp.2021.101585&partnerID=40&md5=b0c3471cdde139d3b4b9baf16d7f77b5","Academic Press","Article","Final","","Scopus","2-s2.0-85103678242"
"Özgun, B.; Broekel, T.","Özgun, Burcu (57209505092); Broekel, Tom (35274452900)","57209505092; 35274452900","The geography of innovation and technology news - An empirical study of the German news media","2021","Technological Forecasting and Social Change","167","","120692","","","24","10.1016/j.techfore.2021.120692","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102406735&doi=10.1016%2Fj.techfore.2021.120692&partnerID=40&md5=1c85299f5ec238535b4a2ec90fffdada","Elsevier Inc.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85102406735"
"Hu, Y.; House, L.A.; McFadden, B.R.; Gao, Z.","Hu, Yang (59804768500); House, Lisa A. (7004693986); McFadden, Brandon R. (55966266100); Gao, Zhifeng (24075689500)","59804768500; 7004693986; 55966266100; 24075689500","The Influence of Choice Context on Consumers’ Preference for GM Orange Juice","2021","Journal of Agricultural Economics","72","2","","547","563","10","10.1111/1477-9552.12416","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096723499&doi=10.1111%2F1477-9552.12416&partnerID=40&md5=66f88430b01853b74bbeeb4b0ce0bed2","Blackwell Publishing Ltd","Article","Final","","Scopus","2-s2.0-85096723499"
"Wirz, C.D.; Mayorga, M.; Johnson, B.B.","Wirz, Christopher D. (57200701991); Mayorga, Marcus W. (56233417800); Johnson, Branden B. (7404748011)","57200701991; 56233417800; 7404748011","Evaluating the Effects of News-following, Volume and Content of News Coverage on Americans’ Risk Perceptions during the 2014-2016 Ebola Outbreak","2021","Journal of Health Communication","26","5","","328","338","5","10.1080/10810730.2021.1927257","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108985239&doi=10.1080%2F10810730.2021.1927257&partnerID=40&md5=4e47fbc9d1b98fae8092103b84b5ae8f","Bellwether Publishing, Ltd.","Article","Final","","Scopus","2-s2.0-85108985239"
"McFadden, B.R.; Rumble, J.N.; Stofer, K.A.; Folta, K.M.; Turner, S.; Pollack, A.","McFadden, Brandon R. (55966266100); Rumble, Joy N. (57189293901); Stofer, Kathryn A. (35586657200); Folta, Kevin M. (6701818225); Turner, Savanna (57221288797); Pollack, Adam (57223853747)","55966266100; 57189293901; 35586657200; 6701818225; 57221288797; 57223853747","Gene editing isn’t just about food: comments from U.S. focus groups","2021","GM Crops and Food","12","2","","616","626","10","10.1080/21645698.2021.1919485","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106282606&doi=10.1080%2F21645698.2021.1919485&partnerID=40&md5=f0207f941c2df750a5838ef4fa7f97e5","Taylor and Francis Ltd.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85106282606"
"Mostafa, M.M.","Mostafa, Mohamed M. (7102550252)","7102550252","Who eats “frankenfoods” in Egypt? A structural equation analysis","2021","Journal of International Food and Agribusiness Marketing","33","3","","321","351","2","10.1080/08974438.2020.1797607","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089991859&doi=10.1080%2F08974438.2020.1797607&partnerID=40&md5=9b88817e4283a1e7895e9eaa43894cef","Routledge","Article","Final","","Scopus","2-s2.0-85089991859"
"Balog-Way, D.; Evensen, D.; Löfstedt, R.; Bouder, F.","Balog-Way, Dominic Hugo Patrick (57211441453); Evensen, Darrick Trent N. (23984485400); Löfstedt, Ragnar Ernst V. (7006483361); Bouder, Frédéric E. (24536931800)","57211441453; 23984485400; 7006483361; 24536931800","Effects of public trust on behavioural intentions in the pharmaceutical sector: data from six European countries","2021","Journal of Risk Research","24","6","","645","672","11","10.1080/13669877.2019.1694962","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077034862&doi=10.1080%2F13669877.2019.1694962&partnerID=40&md5=ccf99142489bb4db78f2a880d25dbdf7","Routledge","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85077034862"
"Gupta, J.; Schmeier, S.","Gupta, Joyeeta (7202539901); Schmeier, Susanne (55015751100)","7202539901; 55015751100","Future proofing the principle of no significant harm","2020","International Environmental Agreements: Politics, Law and Economics","20","4","","731","747","35","10.1007/s10784-020-09515-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094916140&doi=10.1007%2Fs10784-020-09515-2&partnerID=40&md5=66eebff9ece65e10ca289e98868c107d","Springer Science and Business Media B.V.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85094916140"
"Diamond, E.; Bernauer, T.; Mayer, F.","Diamond, Emily P. (57216392729); Bernauer, Thomas (6602110388); Mayer, Frederick W. (36621191900)","57216392729; 6602110388; 36621191900","Does providing scientific information affect climate change and GMO policy preferences of the mass public? Insights from survey experiments in Germany and the United States","2020","Environmental Politics","29","7","","1199","1218","41","10.1080/09644016.2020.1740547","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083376527&doi=10.1080%2F09644016.2020.1740547&partnerID=40&md5=8ce3e328e0094ced7884f875b7698d4e","Routledge info@tandf.co.uk","Article","Final","","Scopus","2-s2.0-85083376527"
"Gouagna, L.C.; Damiens, D.; Oliva, C.F.; Boyer, S.; Le Goff, G.L.; Brengues, C.; DeHecq, J.-S.; Raude, J.; Simard, F.; Fontenille, D.","Gouagna, Louis Clément (6603736749); Damiens, David D. (24170623300); Oliva, Clelia F. (37050967800); Boyer, Sebastien (56960678600); Le Goff, Gilbert (7003766495); Brengues, Cécile (6603346271); DeHecq, Jean Sébastien (15018988800); Raude, Jocelyn (6507871881); Simard, Frédéric R. (7003983460); Fontenille, Didier (7005735622)","6603736749; 24170623300; 37050967800; 56960678600; 7003766495; 6603346271; 15018988800; 6507871881; 7003983460; 7005735622","Strategic approach, advances, and challenges in the development and application of the SIT for area-wide control of aedes albopictus mosquitoes in Reunion island","2020","Insects","11","11","770","1","24","30","10.3390/insects11110770","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095757527&doi=10.3390%2Finsects11110770&partnerID=40&md5=5c33a00118c019bfc8b874aa9e362520","MDPI AG","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85095757527"
"Inbar, Y.; Phelps, J.; Rozin, P.","Inbar, Yoel (26867844000); Phelps, Jordan (57217589281); Rozin, Paul N. (7005322591)","26867844000; 57217589281; 7005322591","Recency negativity: Newer food crops are evaluated less favorably","2020","Appetite","154","","104754","","","14","10.1016/j.appet.2020.104754","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087389653&doi=10.1016%2Fj.appet.2020.104754&partnerID=40&md5=ca362e179fea87713c1b309eb98eff49","Academic Press","Article","Final","","Scopus","2-s2.0-85087389653"
"Rose, K.M.; Brossard, D.; Scheufele, D.A.","Rose, Kathleen M. (57191054653); Brossard, Dominique (7003460100); Scheufele, Dietram A. (7003882091)","57191054653; 7003460100; 7003882091","Of Society, Nature, and Health: How Perceptions of Specific Risks and Benefits of Genetically Engineered Foods Shape Public Rejection","2020","Environmental Communication","14","7","","1017","1031","42","10.1080/17524032.2019.1710227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078923736&doi=10.1080%2F17524032.2019.1710227&partnerID=40&md5=23cf53e96a36199d45e4482394aadefc","Routledge info@tandf.co.uk","Article","Final","","Scopus","2-s2.0-85078923736"
"Scott, S.E.; Rozin, P.; Small, D.A.","Scott, Sydney E. (56152558600); Rozin, Paul N. (7005322591); Small, Deborah A. (8082977300)","56152558600; 7005322591; 8082977300","Consumers prefer “natural” more for preventatives than for curatives","2020","Journal of Consumer Research","47","3","","454","471","70","10.1093/jcr/ucaa034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090049971&doi=10.1093%2Fjcr%2Fucaa034&partnerID=40&md5=4bcce2dd867291858385c16e34f6d3a2","Oxford University Press jnls.cust.serv@oupjournals.org","Article","Final","","Scopus","2-s2.0-85090049971"
"Gaspar, M.C.; Muñoz, A.M.; Larrea, C.","Gaspar, Maria Clara De Moraes Prata (57216703669); Muñoz, Araceli (55626761100); Larrea, Cristina (55627084200)","57216703669; 55626761100; 55627084200","How would you define healthy food? Social representations of Brazilian, French and Spanish dietitians and young laywomen","2020","Appetite","153","","104728","","","40","10.1016/j.appet.2020.104728","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084336229&doi=10.1016%2Fj.appet.2020.104728&partnerID=40&md5=5afb6407f395afd82014fa592135ade1","Academic Press","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85084336229"
"He, G.; Yeerkenbieke, G.; Baninla, Y.","He, Guizhen (55255292000); Yeerkenbieke, Gulijiazi (57219126536); Baninla, Yvette (57192643493)","55255292000; 57219126536; 57192643493","Public participation and information disclosure for environmental sustainability of 2022 winter Olympics","2020","Sustainability (Switzerland)","12","18","7712","","","9","10.3390/su12187712","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091366734&doi=10.3390%2Fsu12187712&partnerID=40&md5=4ab79b15e83b44a5af50a6cc269c6071","MDPI","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85091366734"
"Rollin, B.E.","Rollin, Bernard E. (7102166118)","7102166118","Ethical and societal issues occasioned by xenotransplantation","2020","Animals","10","9","1695","1","10","30","10.3390/ani10091695","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091250690&doi=10.3390%2Fani10091695&partnerID=40&md5=97b225130b076a44a8d4ca1427519545","MDPI AG","Article","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85091250690"
"Wang, X.; Song, Y.","Wang, Xiaohui (56410934400); Song, Yunya (55082946100)","56410934400; 55082946100","Viral misinformation and echo chambers: the diffusion of rumors about genetically modified organisms on social media","2020","Internet Research","30","5","","1547","1564","80","10.1108/INTR-11-2019-0491","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086788968&doi=10.1108%2FINTR-11-2019-0491&partnerID=40&md5=95c2daf92df1e96f6d883c15f8e77d1c","Emerald Group Holdings Ltd.","Article","Final","","Scopus","2-s2.0-85086788968"
"Farid, M.; Cao, J.; Lim, Y.; Arato, T.; Kodama, K.","Farid, Mohamed (57216538749); Cao, Jianfei (57216538800); Lim, Yenogjoo (57201398036); Arato, Teruyo (56614092900); Kodama, Kota Bae (57201397360)","57216538749; 57216538800; 57201398036; 56614092900; 57201397360","Exploring factors affecting the acceptance of genetically edited food among youth in Japan","2020","International Journal of Environmental Research and Public Health","17","8","2935","","","40","10.3390/ijerph17082935","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083822271&doi=10.3390%2Fijerph17082935&partnerID=40&md5=cb64885fe89d01ffab5e00b9c30ae825","MDPI AG rasetti@mdpi.com Postfach Basel CH-4005","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85083822271"
"Prior, J.; Hou, D.","Prior, Jason Hugh (24778307300); Hou, Deyi (55061025600)","24778307300; 55061025600","Societal support for remediation technologies","2020","","","","","243","258","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192815128&partnerID=40&md5=73be4d930ee53b9310c539fd41ccfa52","CRC Press","Book chapter","Final","","Scopus","2-s2.0-85192815128"
"Zhan, J.; Ma, Y.; Lv, X.; Xu, M.; Zhang, M.","Zhan, Jintao (55351134900); Ma, Yubei (57211458965); Lv, Xinye (55955767600); Xu, Meng (57211454642); Zhang, Mingyang (57191480235)","55351134900; 57211458965; 55955767600; 57211454642; 57191480235","Science or prejudice: The effects of subjective and objective perceptions on Chinese consumers’ preferences for foods from a novel biotechnology","2020","China Agricultural Economic Review","12","1","","90","107","6","10.1108/CAER-12-2018-0241","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074019957&doi=10.1108%2FCAER-12-2018-0241&partnerID=40&md5=9b7f4a310664fc66abac450ffba6ceaa","Emerald Group Holdings Ltd.","Article","Final","","Scopus","2-s2.0-85074019957"
"He, G.; Liao, M.; Shi, C.; Zhang, W.; Zhao, Y.","He, Guangxi (57164244600); Liao, Miao (58648706100); Shi, Changhui (57164246900); Zhang, Wenxia (56909159200); Zhao, Yandong (56909038400)","57164244600; 58648706100; 57164246900; 56909159200; 56909038400","Research Report on the Chinese Public’s Knowledge of and Attitudes towards Genetic Modification","2020","Chinese Research Perspectives","6","","","220","242","0","10.1163/9789004418622_013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174154223&doi=10.1163%2F9789004418622_013&partnerID=40&md5=287feb268da16d7ee6231873fe185b42","Brill Academic Publishers","Book chapter","Final","","Scopus","2-s2.0-85174154223"
